id,focus,signal,slack,drag,confidence,score,lane
l001,join width,35,33,6,25,116,hold
l002,constraint risk,35,34,6,55,147,watch
l003,plan drift,35,35,6,85,178,watch
l004,index fit,35,36,18,25,95,hold
l005,join width,35,37,18,55,126,watch
l006,constraint risk,35,38,18,85,157,watch
l007,plan drift,35,39,34,25,66,hold
l008,index fit,35,40,34,55,97,hold
l009,join width,35,41,34,85,128,watch
l010,constraint risk,60,42,6,25,175,watch
l011,plan drift,60,43,6,55,206,ship
l012,index fit,60,44,6,85,237,ship
l013,join width,60,45,18,25,154,watch
l014,constraint risk,60,46,18,55,185,ship
l015,plan drift,60,47,18,85,216,ship
l016,index fit,60,48,34,25,125,watch
l017,join width,60,32,34,55,139,watch
l018,constraint risk,60,33,34,85,170,watch
l019,plan drift,85,34,6,25,217,ship
l020,index fit,85,35,6,55,248,ship
l021,join width,85,36,6,85,279,ship
l022,constraint risk,85,37,18,25,196,ship
l023,plan drift,85,38,18,55,227,ship
l024,index fit,85,39,18,85,258,ship
l025,join width,85,40,34,25,167,watch
l026,constraint risk,85,41,34,55,198,ship
l027,plan drift,85,42,34,85,229,ship
